fecha,equipo,elo,torneo
2012-04-29,Chivas,1422.33,2011/2012 - Clausura
2012-04-29,Tigres,1611.94,2011/2012 - Clausura
2012-04-29,Puebla,1462.19,2011/2012 - Clausura
2012-04-29,Atlas,1459.53,2011/2012 - Clausura
2012-04-29,Santos Laguna,1640.62,2011/2012 - Clausura
2012-04-29,Atlante,1395.33,2011/2012 - Clausura
2012-04-29,Monterrey,1605.28,2011/2012 - Clausura
2012-04-29,Toluca,1440.59,2011/2012 - Clausura
2012-04-29,San Luis,1360.55,2011/2012 - Clausura
2012-04-29,Tijuana,1558.37,2011/2012 - Clausura
2012-04-29,Pumas,1449.19,2011/2012 - Clausura
2012-04-29,América,1591.62,2011/2012 - Clausura
2012-04-29,Cruz Azul,1540.76,2011/2012 - Clausura
2012-05-03,Pachuca,1529.07,2011/2012 - Clausura
2012-05-03,América,1621.13,2011/2012 - Clausura
2012-05-03,Tijuana,1533.56,2011/2012 - Clausura
2012-05-03,Monterrey,1630.09,2011/2012 - Clausura
2012-05-04,Chiapas,1552.45,2011/2012 - Clausura
2012-05-04,Santos Laguna,1664.36,2011/2012 - Clausura
2012-05-04,Tigres,1627.28,2011/2012 - Clausura
2012-05-04,Morelia,1593.71,2011/2012 - Clausura
2012-05-05,América,1588.76,2011/2012 - Clausura
2012-05-05,Pachuca,1561.44,2011/2012 - Clausura
2012-05-06,Monterrey,1621.9,2011/2012 - Clausura
2012-05-06,Tijuana,1541.75,2011/2012 - Clausura
2012-05-06,Santos Laguna,1674.18,2011/2012 - Clausura
2012-05-06,Chiapas,1542.63,2011/2012 - Clausura
2012-05-07,Morelia,1561.5,2011/2012 - Clausura
2012-05-07,Tigres,1659.49,2011/2012 - Clausura
2012-05-10,América,1585.72,2011/2012 - Clausura
2012-05-10,Monterrey,1624.94,2011/2012 - Clausura
2012-05-11,Tigres,1655.64,2011/2012 - Clausura
2012-05-11,Santos Laguna,1678.03,2011/2012 - Clausura
2012-05-13,Monterrey,1640.3,2011/2012 - Clausura
2012-05-13,América,1570.36,2011/2012 - Clausura
2012-05-14,Santos Laguna,1672.62,2011/2012 - Clausura
2012-05-14,Tigres,1661.05,2011/2012 - Clausura
2012-05-18,Monterrey,1637.22,2011/2012 - Clausura
2012-05-18,Santos Laguna,1675.7,2011/2012 - Clausura
2012-05-21,Santos Laguna,1689.09,2011/2012 - Clausura
2012-05-21,Monterrey,1623.83,2011/2012 - Clausura
2012-07-21,Chiapas,1499.54,2012/2013 - Apertura
2012-07-21,Tigres,1643.03,2012/2013 - Apertura
2012-07-21,Tijuana,1543.59,2012/2013 - Apertura
2012-07-21,Puebla,1459.16,2012/2013 - Apertura
2012-07-21,Cruz Azul,1524.67,2012/2013 - Apertura
2012-07-21,Morelia,1546.91,2012/2013 - Apertura
2012-07-21,Querétaro,1397.21,2012/2013 - Apertura
2012-07-21,Leon,1526.48,2012/2013 - Apertura
2012-07-22,Monterrey,1580.66,2012/2013 - Apertura
2012-07-22,América,1555.27,2012/2013 - Apertura
2012-07-22,Santos Laguna,1637.97,2012/2013 - Apertura
2012-07-22,San Luis,1396.78,2012/2013 - Apertura
2012-07-22,Atlas,1466.88,2012/2013 - Apertura
2012-07-22,Pumas,1469.22,2012/2013 - Apertura
2012-07-22,Toluca,1473.2,2012/2013 - Apertura
2012-07-22,Chivas,1430.84,2012/2013 - Apertura
2012-07-22,Atlante,1427.48,2012/2013 - Apertura
2012-07-22,Pachuca,1542.26,2012/2013 - Apertura
2012-07-28,Morelia,1564.4,2012/2013 - Apertura
2012-07-28,Monterrey,1563.17,2012/2013 - Apertura
2012-07-28,Leon,1548.59,2012/2013 - Apertura
2012-07-28,Tijuana,1521.48,2012/2013 - Apertura
2012-07-28,América,1569.64,2012/2013 - Apertura
2012-07-28,Chiapas,1485.17,2012/2013 - Apertura
2012-07-29,Pachuca,1502.55,2012/2013 - Apertura
2012-07-29,Atlas,1506.59,2012/2013 - Apertura
2012-07-29,Tigres,1649.06,2012/2013 - Apertura
2012-07-29,Atlante,1421.45,2012/2013 - Apertura
2012-07-29,San Luis,1376.96,2012/2013 - Apertura
2012-07-29,Cruz Azul,1544.49,2012/2013 - Apertura
2012-07-29,Pumas,1483.9,2012/2013 - Apertura
2012-07-29,Querétaro,1382.53,2012/2013 - Apertura
2012-07-29,Puebla,1428.36,2012/2013 - Apertura
2012-07-29,Toluca,1504.0,2012/2013 - Apertura
2012-07-29,Chivas,1415.74,2012/2013 - Apertura
2012-07-29,Santos Laguna,1653.07,2012/2013 - Apertura
2012-08-04,Santos Laguna,1641.35,2012/2013 - Apertura
2012-08-04,Puebla,1440.08,2012/2013 - Apertura
2012-08-04,Tijuana,1534.91,2012/2013 - Apertura
2012-08-04,Pumas,1470.47,2012/2013 - Apertura
2012-08-04,Morelia,1553.54,2012/2013 - Apertura
2012-08-04,San Luis,1387.82,2012/2013 - Apertura
2012-08-04,Cruz Azul,1535.25,2012/2013 - Apertura
2012-08-04,Chivas,1424.98,2012/2013 - Apertura
2012-08-04,Querétaro,1362.22,2012/2013 - Apertura
2012-08-04,Pachuca,1522.86,2012/2013 - Apertura
2012-08-05,Monterrey,1574.55,2012/2013 - Apertura
2012-08-05,Chiapas,1473.79,2012/2013 - Apertura
2012-08-05,Atlas,1508.54,2012/2013 - Apertura
2012-08-05,Tigres,1647.11,2012/2013 - Apertura
2012-08-05,Toluca,1522.14,2012/2013 - Apertura
2012-08-05,Leon,1530.45,2012/2013 - Apertura
2012-08-05,Atlante,1423.66,2012/2013 - Apertura
2012-08-05,América,1567.43,2012/2013 - Apertura
2012-08-11,Chiapas,1443.47,2012/2013 - Apertura
2012-08-11,Atlante,1453.98,2012/2013 - Apertura
2012-08-11,Leon,1558.39,2012/2013 - Apertura
2012-08-11,Santos Laguna,1613.41,2012/2013 - Apertura
2012-08-11,América,1560.58,2012/2013 - Apertura
2012-08-11,Atlas,1515.39,2012/2013 - Apertura
2012-08-12,Pachuca,1518.89,2012/2013 - Apertura
2012-08-12,Tijuana,1538.88,2012/2013 - Apertura
2012-08-12,Tigres,1634.26,2012/2013 - Apertura
2012-08-12,Querétaro,1375.07,2012/2013 - Apertura
2012-08-12,San Luis,1391.73,2012/2013 - Apertura
2012-08-12,Monterrey,1570.64,2012/2013 - Apertura
2012-08-12,Pumas,1445.95,2012/2013 - Apertura
2012-08-12,Toluca,1546.66,2012/2013 - Apertura
2012-08-12,Puebla,1418.24,2012/2013 - Apertura
2012-08-12,Cruz Azul,1557.09,2012/2013 - Apertura
2012-08-12,Chivas,1426.29,2012/2013 - Apertura
2012-08-12,Morelia,1552.23,2012/2013 - Apertura
2012-08-18,Tijuana,1560.14,2012/2013 - Apertura
2012-08-18,Tigres,1613.0,2012/2013 - Apertura
2012-08-18,Morelia,1563.41,2012/2013 - Apertura
2012-08-18,Puebla,1407.06,2012/2013 - Apertura
2012-08-18,Cruz Azul,1552.66,2012/2013 - Apertura
2012-08-18,Leon,1562.82,2012/2013 - Apertura
2012-08-18,Querétaro,1353.16,2012/2013 - Apertura
2012-08-18,América,1582.49,2012/2013 - Apertura
2012-08-19,Monterrey,1561.78,2012/2013 - Apertura
2012-08-19,Atlante,1462.84,2012/2013 - Apertura
2012-08-19,Santos Laguna,1577.93,2012/2013 - Apertura
2012-08-19,Pumas,1481.43,2012/2013 - Apertura
2012-08-19,Atlas,1508.06,2012/2013 - Apertura
2012-08-19,Chiapas,1450.8,2012/2013 - Apertura
2012-08-19,San Luis,1366.17,2012/2013 - Apertura
2012-08-19,Chivas,1451.85,2012/2013 - Apertura
2012-08-19,Toluca,1560.62,2012/2013 - Apertura
2012-08-19,Pachuca,1504.93,2012/2013 - Apertura
2012-08-25,Chiapas,1461.26,2012/2013 - Apertura
2012-08-25,Querétaro,1342.7,2012/2013 - Apertura
2012-08-25,Leon,1531.13,2012/2013 - Apertura
2012-08-25,Morelia,1595.1,2012/2013 - Apertura
2012-08-25,América,1553.66,2012/2013 - Apertura
2012-08-25,Tijuana,1588.97,2012/2013 - Apertura
2012-08-26,Pachuca,1503.69,2012/2013 - Apertura
2012-08-26,Santos Laguna,1579.17,2012/2013 - Apertura
2012-08-26,Tigres,1606.4,2012/2013 - Apertura
2012-08-26,Toluca,1567.22,2012/2013 - Apertura
2012-08-26,Pumas,1458.1,2012/2013 - Apertura
2012-08-26,Cruz Azul,1575.99,2012/2013 - Apertura
2012-08-26,Puebla,1420.32,2012/2013 - Apertura
2012-08-26,San Luis,1352.91,2012/2013 - Apertura
2012-08-26,Chivas,1430.92,2012/2013 - Apertura
2012-08-26,Monterrey,1582.71,2012/2013 - Apertura
2012-08-26,Atlante,1481.02,2012/2013 - Apertura
2012-08-26,Atlas,1489.88,2012/2013 - Apertura
2012-09-01,Tijuana,1599.5,2012/2013 - Apertura
2012-09-01,Chiapas,1450.73,2012/2013 - Apertura
2012-09-01,Morelia,1560.78,2012/2013 - Apertura
2012-09-01,Pumas,1492.42,2012/2013 - Apertura
2012-09-01,Cruz Azul,1568.65,2012/2013 - Apertura
2012-09-01,Pachuca,1511.03,2012/2013 - Apertura
2012-09-01,Querétaro,1323.52,2012/2013 - Apertura
2012-09-01,Atlante,1500.2,2012/2013 - Apertura
2012-09-02,Monterrey,1574.64,2012/2013 - Apertura
2012-09-02,Atlas,1497.95,2012/2013 - Apertura
2012-09-02,Santos Laguna,1598.84,2012/2013 - Apertura
2012-09-02,Tigres,1586.73,2012/2013 - Apertura
2012-09-02,San Luis,1333.61,2012/2013 - Apertura
2012-09-02,Leon,1550.43,2012/2013 - Apertura
2012-09-02,Toluca,1562.17,2012/2013 - Apertura
2012-09-02,América,1558.71,2012/2013 - Apertura
2012-09-02,Chivas,1425.99,2012/2013 - Apertura
2012-09-02,Puebla,1425.25,2012/2013 - Apertura
2012-09-15,Chiapas,1476.33,2012/2013 - Apertura
2012-09-15,Toluca,1536.57,2012/2013 - Apertura
2012-09-15,Pachuca,1529.48,2012/2013 - Apertura
2012-09-15,Morelia,1542.33,2012/2013 - Apertura
2012-09-15,Leon,1516.63,2012/2013 - Apertura
2012-09-15,Chivas,1459.79,2012/2013 - Apertura
2012-09-15,América,1579.27,2012/2013 - Apertura
2012-09-15,Santos Laguna,1578.28,2012/2013 - Apertura
2012-09-16,Tigres,1603.4,2012/2013 - Apertura
2012-09-16,Cruz Azul,1551.98,2012/2013 - Apertura
2012-09-16,Atlas,1487.42,2012/2013 - Apertura
2012-09-16,Querétaro,1334.05,2012/2013 - Apertura
2012-09-16,Pumas,1457.26,2012/2013 - Apertura
2012-09-16,San Luis,1368.77,2012/2013 - Apertura
2012-09-16,Puebla,1406.75,2012/2013 - Apertura
2012-09-16,Monterrey,1593.14,2012/2013 - Apertura
2012-09-16,Atlante,1478.61,2012/2013 - Apertura
2012-09-16,Tijuana,1621.09,2012/2013 - Apertura
2012-09-22,Puebla,1407.2,2012/2013 - Apertura
2012-09-22,Leon,1516.18,2012/2013 - Apertura
2012-09-22,Morelia,1540.54,2012/2013 - Apertura
2012-09-22,Tigres,1605.19,2012/2013 - Apertura
2012-09-22,Cruz Azul,1548.68,2012/2013 - Apertura
2012-09-22,América,1582.57,2012/2013 - Apertura
2012-09-23,San Luis,1394.04,2012/2013 - Apertura
2012-09-23,Pachuca,1504.21,2012/2013 - Apertura
2012-09-23,Monterrey,1597.98,2012/2013 - Apertura
2012-09-23,Querétaro,1329.21,2012/2013 - Apertura
2012-09-23,Santos Laguna,1569.9,2012/2013 - Apertura
2012-09-23,Chiapas,1484.71,2012/2013 - Apertura
2012-09-23,Tijuana,1611.7,2012/2013 - Apertura
2012-09-23,Atlas,1496.81,2012/2013 - Apertura
2012-09-23,Toluca,1548.94,2012/2013 - Apertura
2012-09-23,Atlante,1466.24,2012/2013 - Apertura
2012-09-23,Chivas,1455.2,2012/2013 - Apertura
2012-09-23,Pumas,1461.85,2012/2013 - Apertura
2012-09-29,Chiapas,1504.03,2012/2013 - Apertura
2012-09-29,Cruz Azul,1529.36,2012/2013 - Apertura
2012-09-29,Leon,1539.67,2012/2013 - Apertura
2012-09-29,Monterrey,1574.49,2012/2013 - Apertura
2012-09-29,América,1576.37,2012/2013 - Apertura
2012-09-29,Morelia,1546.74,2012/2013 - Apertura
2012-09-29,Querétaro,1318.04,2012/2013 - Apertura
2012-09-29,Tijuana,1622.87,2012/2013 - Apertura
2012-09-30,Pachuca,1517.04,2012/2013 - Apertura
2012-09-30,Chivas,1442.37,2012/2013 - Apertura
2012-09-30,Tigres,1593.76,2012/2013 - Apertura
2012-09-30,San Luis,1405.47,2012/2013 - Apertura
2012-09-30,Atlas,1468.63,2012/2013 - Apertura
2012-09-30,Toluca,1577.12,2012/2013 - Apertura
2012-09-30,Pumas,1474.39,2012/2013 - Apertura
2012-09-30,Puebla,1394.66,2012/2013 - Apertura
2012-09-30,Atlante,1441.71,2012/2013 - Apertura
2012-09-30,Santos Laguna,1594.43,2012/2013 - Apertura
2012-10-03,Chivas,1467.08,2012/2013 - Apertura
2012-10-03,Tigres,1569.05,2012/2013 - Apertura
2012-10-03,San Luis,1388.26,2012/2013 - Apertura
2012-10-03,América,1593.58,2012/2013 - Apertura
2012-10-04,Cruz Azul,1544.0,2012/2013 - Apertura
2012-10-04,Atlante,1427.07,2012/2013 - Apertura
2012-10-04,Puebla,1421.04,2012/2013 - Apertura
2012-10-04,Pachuca,1490.66,2012/2013 - Apertura
2012-10-04,Toluca,1583.21,2012/2013 - Apertura
2012-10-04,Querétaro,1311.95,2012/2013 - Apertura
2012-10-04,Santos Laguna,1603.66,2012/2013 - Apertura
2012-10-04,Atlas,1459.4,2012/2013 - Apertura
2012-10-04,Leon,1551.67,2012/2013 - Apertura
2012-10-04,Pumas,1462.39,2012/2013 - Apertura
2012-10-04,Monterrey,1572.13,2012/2013 - Apertura
2012-10-04,Tijuana,1625.23,2012/2013 - Apertura
2012-10-05,Morelia,1540.51,2012/2013 - Apertura
2012-10-05,Chiapas,1510.26,2012/2013 - Apertura
2012-10-06,América,1554.59,2012/2013 - Apertura
2012-10-06,Chivas,1506.07,2012/2013 - Apertura
2012-10-07,Pachuca,1488.87,2012/2013 - Apertura
2012-10-07,Leon,1553.46,2012/2013 - Apertura
2012-10-07,Querétaro,1319.98,2012/2013 - Apertura
2012-10-07,Santos Laguna,1595.63,2012/2013 - Apertura
2012-10-07,Tigres,1534.3,2012/2013 - Apertura
2012-10-07,Puebla,1455.79,2012/2013 - Apertura
2012-10-07,Atlas,1458.69,2012/2013 - Apertura
2012-10-07,Cruz Azul,1544.71,2012/2013 - Apertura
2012-10-07,Pumas,1484.54,2012/2013 - Apertura
2012-10-07,Monterrey,1549.98,2012/2013 - Apertura
2012-10-07,Chiapas,1522.84,2012/2013 - Apertura
2012-10-07,San Luis,1375.68,2012/2013 - Apertura
2012-10-07,Atlante,1427.69,2012/2013 - Apertura
2012-10-07,Morelia,1539.89,2012/2013 - Apertura
2012-10-08,Tijuana,1638.43,2012/2013 - Apertura
2012-10-08,Toluca,1570.01,2012/2013 - Apertura
2012-10-13,Cruz Azul,1550.47,2012/2013 - Apertura
2012-10-13,Querétaro,1314.22,2012/2013 - Apertura
2012-10-14,San Luis,1373.48,2012/2013 - Apertura
2012-10-14,Atlante,1429.89,2012/2013 - Apertura
2012-10-14,Leon,1570.07,2012/2013 - Apertura
2012-10-14,Tigres,1517.69,2012/2013 - Apertura
2012-10-14,Santos Laguna,1593.02,2012/2013 - Apertura
2012-10-14,Tijuana,1641.04,2012/2013 - Apertura
2012-10-14,Pumas,1500.3,2012/2013 - Apertura
2012-10-14,Pachuca,1473.11,2012/2013 - Apertura
2012-10-14,Chivas,1502.31,2012/2013 - Apertura
2012-10-14,Chiapas,1526.6,2012/2013 - Apertura
2012-10-20,Chiapas,1540.1,2012/2013 - Apertura
2012-10-20,Puebla,1442.29,2012/2013 - Apertura
2012-10-20,Tijuana,1633.05,2012/2013 - Apertura
2012-10-20,Cruz Azul,1558.46,2012/2013 - Apertura
2012-10-20,América,1570.99,2012/2013 - Apertura
2012-10-20,Leon,1553.67,2012/2013 - Apertura
2012-10-20,Querétaro,1300.14,2012/2013 - Apertura
2012-10-20,Morelia,1553.97,2012/2013 - Apertura
2012-10-21,Pachuca,1472.05,2012/2013 - Apertura
2012-10-21,Monterrey,1551.04,2012/2013 - Apertura
2012-10-21,Tigres,1538.15,2012/2013 - Apertura
2012-10-21,Pumas,1479.84,2012/2013 - Apertura
2012-10-21,Atlas,1426.64,2012/2013 - Apertura
2012-10-21,San Luis,1405.53,2012/2013 - Apertura
2012-10-21,Toluca,1591.19,2012/2013 - Apertura
2012-10-21,Santos Laguna,1571.84,2012/2013 - Apertura
2012-10-21,Atlante,1452.72,2012/2013 - Apertura
2012-10-21,Chivas,1479.48,2012/2013 - Apertura
2012-10-24,Morelia,1564.52,2012/2013 - Apertura
2012-10-24,Atlas,1416.09,2012/2013 - Apertura
2012-10-26,Puebla,1422.52,2012/2013 - Apertura
2012-10-26,América,1590.76,2012/2013 - Apertura
2012-10-27,Leon,1572.21,2012/2013 - Apertura
2012-10-27,Chiapas,1521.56,2012/2013 - Apertura
2012-10-27,San Luis,1397.04,2012/2013 - Apertura
2012-10-27,Querétaro,1308.63,2012/2013 - Apertura
2012-10-27,Cruz Azul,1580.37,2012/2013 - Apertura
2012-10-27,Toluca,1569.28,2012/2013 - Apertura
2012-10-28,Morelia,1563.07,2012/2013 - Apertura
2012-10-28,Tijuana,1634.5,2012/2013 - Apertura
2012-10-28,Monterrey,1567.76,2012/2013 - Apertura
2012-10-28,Santos Laguna,1555.12,2012/2013 - Apertura
2012-10-28,Pachuca,1491.5,2012/2013 - Apertura
2012-10-28,Tigres,1518.7,2012/2013 - Apertura
2012-10-28,Pumas,1458.97,2012/2013 - Apertura
2012-10-28,América,1611.63,2012/2013 - Apertura
2012-10-28,Puebla,1396.7,2012/2013 - Apertura
2012-10-28,Atlante,1478.54,2012/2013 - Apertura
2012-10-28,Chivas,1493.4,2012/2013 - Apertura
2012-10-28,Atlas,1402.17,2012/2013 - Apertura
2012-11-03,Chiapas,1536.82,2012/2013 - Apertura
2012-11-03,Pumas,1443.71,2012/2013 - Apertura
2012-11-03,Santos Laguna,1572.1,2012/2013 - Apertura
2012-11-03,Cruz Azul,1563.39,2012/2013 - Apertura
2012-11-03,América,1624.32,2012/2013 - Apertura
2012-11-03,Pachuca,1478.81,2012/2013 - Apertura
2012-11-03,Querétaro,1292.24,2012/2013 - Apertura
2012-11-03,Chivas,1509.79,2012/2013 - Apertura
2012-11-04,Monterrey,1537.5,2012/2013 - Apertura
2012-11-04,Tigres,1548.96,2012/2013 - Apertura
2012-11-04,Tijuana,1622.51,2012/2013 - Apertura
2012-11-04,San Luis,1409.03,2012/2013 - Apertura
2012-11-04,Toluca,1564.54,2012/2013 - Apertura
2012-11-04,Morelia,1567.81,2012/2013 - Apertura
2012-11-04,Atlas,1397.46,2012/2013 - Apertura
2012-11-04,Puebla,1401.41,2012/2013 - Apertura
2012-11-05,Atlante,1456.6,2012/2013 - Apertura
2012-11-05,Leon,1594.15,2012/2013 - Apertura
2012-11-08,Monterrey,1534.19,2012/2013 - Apertura
2012-11-08,Toluca,1567.85,2012/2013 - Apertura
2012-11-10,Morelia,1585.94,2012/2013 - Apertura
2012-11-10,Santos Laguna,1553.97,2012/2013 - Apertura
2012-11-10,Leon,1601.76,2012/2013 - Apertura
2012-11-10,Atlas,1389.85,2012/2013 - Apertura
2012-11-10,Cruz Azul,1557.7,2012/2013 - Apertura
2012-11-10,Monterrey,1539.88,2012/2013 - Apertura
2012-11-11,Pachuca,1497.76,2012/2013 - Apertura
2012-11-11,Chiapas,1517.87,2012/2013 - Apertura
2012-11-11,Tigres,1547.83,2012/2013 - Apertura
2012-11-11,América,1625.45,2012/2013 - Apertura
2012-11-11,San Luis,1388.4,2012/2013 - Apertura
2012-11-11,Toluca,1588.48,2012/2013 - Apertura
2012-11-11,Pumas,1459.96,2012/2013 - Apertura
2012-11-11,Atlante,1440.35,2012/2013 - Apertura
2012-11-11,Puebla,1368.26,2012/2013 - Apertura
2012-11-11,Querétaro,1325.39,2012/2013 - Apertura
2012-11-11,Chivas,1485.91,2012/2013 - Apertura
2012-11-11,Tijuana,1646.39,2012/2013 - Apertura
2012-11-15,Cruz Azul,1575.81,2012/2013 - Apertura
2012-11-15,Leon,1583.65,2012/2013 - Apertura
2012-11-15,Morelia,1556.88,2012/2013 - Apertura
2012-11-15,América,1654.51,2012/2013 - Apertura
2012-11-16,Monterrey,1518.74,2012/2013 - Apertura
2012-11-16,Tijuana,1667.53,2012/2013 - Apertura
2012-11-16,Chivas,1464.52,2012/2013 - Apertura
2012-11-16,Toluca,1609.87,2012/2013 - Apertura
2012-11-17,América,1621.88,2012/2013 - Apertura
2012-11-17,Morelia,1589.51,2012/2013 - Apertura
2012-11-18,Leon,1602.59,2012/2013 - Apertura
2012-11-18,Cruz Azul,1556.87,2012/2013 - Apertura
2012-11-18,Toluca,1619.58,2012/2013 - Apertura
2012-11-18,Chivas,1454.81,2012/2013 - Apertura
2012-11-19,Tijuana,1657.7,2012/2013 - Apertura
2012-11-19,Monterrey,1528.57,2012/2013 - Apertura
2012-11-23,América,1590.0,2012/2013 - Apertura
2012-11-23,Toluca,1651.46,2012/2013 - Apertura
2012-11-23,Leon,1624.19,2012/2013 - Apertura
2012-11-23,Tijuana,1636.1,2012/2013 - Apertura
2012-11-25,Toluca,1620.57,2012/2013 - Apertura
2012-11-25,América,1620.89,2012/2013 - Apertura
2012-11-26,Tijuana,1654.75,2012/2013 - Apertura
2012-11-26,Leon,1605.54,2012/2013 - Apertura
2012-11-30,Tijuana,1668.36,2012/2013 - Apertura
2012-11-30,Toluca,1606.96,2012/2013 - Apertura
2012-12-03,Toluca,1579.43,2012/2013 - Apertura
2012-12-03,Tijuana,1695.89,2012/2013 - Apertura
2013-01-05,Morelia,1557.22,2012/2013 - Clausura
2013-01-05,Cruz Azul,1545.24,2012/2013 - Clausura
2013-01-05,América,1596.66,2012/2013 - Clausura
2013-01-05,Monterrey,1507.96,2012/2013 - Clausura
2013-01-06,Pachuca,1513.73,2012/2013 - Clausura
2013-01-06,Atlante,1442.95,2012/2013 - Clausura
2013-01-06,Tigres,1551.5,2012/2013 - Clausura
2013-01-06,Chiapas,1494.49,2012/2013 - Clausura
2013-01-06,Leon,1562.8,2012/2013 - Clausura
2013-01-06,Querétaro,1388.85,2012/2013 - Clausura
2013-01-06,San Luis,1422.61,2012/2013 - Clausura
2013-01-06,Santos Laguna,1537.05,2012/2013 - Clausura
2013-01-06,Pumas,1465.5,2012/2013 - Clausura
2013-01-06,Atlas,1429.37,2012/2013 - Clausura
2013-01-06,Puebla,1393.91,2012/2013 - Clausura
2013-01-06,Tijuana,1651.0,2012/2013 - Clausura
2013-01-06,Chivas,1467.78,2012/2013 - Clausura
2013-01-06,Toluca,1556.19,2012/2013 - Clausura
2013-01-12,Chiapas,1469.86,2012/2013 - Clausura
2013-01-12,América,1621.29,2012/2013 - Clausura
2013-01-12,Santos Laguna,1550.63,2012/2013 - Clausura
2013-01-12,Chivas,1454.2,2012/2013 - Clausura
2013-01-12,Cruz Azul,1554.6,2012/2013 - Clausura
2013-01-12,San Luis,1413.25,2012/2013 - Clausura
2013-01-12,Querétaro,1408.95,2012/2013 - Clausura
2013-01-12,Pumas,1445.4,2012/2013 - Clausura
2013-01-13,Monterrey,1526.38,2012/2013 - Clausura
2013-01-13,Morelia,1538.8,2012/2013 - Clausura
2013-01-13,Tijuana,1661.9,2012/2013 - Clausura
2013-01-13,Leon,1551.9,2012/2013 - Clausura
2013-01-13,Atlas,1453.04,2012/2013 - Clausura
2013-01-13,Pachuca,1490.06,2012/2013 - Clausura
2013-01-13,Toluca,1545.98,2012/2013 - Clausura
2013-01-13,Puebla,1404.12,2012/2013 - Clausura
2013-01-14,Atlante,1418.77,2012/2013 - Clausura
2013-01-14,Tigres,1575.68,2012/2013 - Clausura
2013-01-19,Chiapas,1467.87,2012/2013 - Clausura
2013-01-19,Monterrey,1528.37,2012/2013 - Clausura
2013-01-19,Leon,1523.98,2012/2013 - Clausura
2013-01-19,Toluca,1573.9,2012/2013 - Clausura
2013-01-19,América,1629.9,2012/2013 - Clausura
2013-01-19,Atlante,1410.16,2012/2013 - Clausura
2013-01-20,Pachuca,1482.4,2012/2013 - Clausura
2013-01-20,Querétaro,1416.61,2012/2013 - Clausura
2013-01-20,Tigres,1585.04,2012/2013 - Clausura
2013-01-20,Atlas,1443.68,2012/2013 - Clausura
2013-01-20,San Luis,1393.29,2012/2013 - Clausura
2013-01-20,Morelia,1558.76,2012/2013 - Clausura
2013-01-20,Pumas,1430.82,2012/2013 - Clausura
2013-01-20,Tijuana,1676.48,2012/2013 - Clausura
2013-01-20,Puebla,1428.53,2012/2013 - Clausura
2013-01-20,Santos Laguna,1526.22,2012/2013 - Clausura
2013-01-20,Chivas,1454.22,2012/2013 - Clausura
2013-01-20,Cruz Azul,1554.58,2012/2013 - Clausura
2013-01-26,Morelia,1550.3,2012/2013 - Clausura
2013-01-26,Chivas,1462.68,2012/2013 - Clausura
2013-01-26,Santos Laguna,1543.92,2012/2013 - Clausura
2013-01-26,Leon,1506.28,2012/2013 - Clausura
2013-01-26,Cruz Azul,1566.94,2012/2013 - Clausura
2013-01-26,Puebla,1416.17,2012/2013 - Clausura
2013-01-26,Querétaro,1396.64,2012/2013 - Clausura
2013-01-26,Tigres,1605.01,2012/2013 - Clausura
2013-01-27,Monterrey,1537.22,2012/2013 - Clausura
2013-01-27,San Luis,1384.44,2012/2013 - Clausura
2013-01-27,Tijuana,1684.18,2012/2013 - Clausura
2013-01-27,Pachuca,1474.7,2012/2013 - Clausura
2013-01-27,Atlas,1470.46,2012/2013 - Clausura
2013-01-27,América,1603.12,2012/2013 - Clausura
2013-01-27,Toluca,1539.34,2012/2013 - Clausura
2013-01-27,Pumas,1465.38,2012/2013 - Clausura
2013-01-28,Atlante,1429.1,2012/2013 - Clausura
2013-01-28,Chiapas,1448.93,2012/2013 - Clausura
2013-02-02,Chiapas,1422.6,2012/2013 - Clausura
2013-02-02,Atlas,1496.79,2012/2013 - Clausura
2013-02-02,América,1611.04,2012/2013 - Clausura
2013-02-02,Querétaro,1388.72,2012/2013 - Clausura
2013-02-03,Pachuca,1494.06,2012/2013 - Clausura
2013-02-03,Toluca,1519.98,2012/2013 - Clausura
2013-02-03,Tigres,1604.05,2012/2013 - Clausura
2013-02-03,Tijuana,1685.14,2012/2013 - Clausura
2013-02-03,Leon,1504.48,2012/2013 - Clausura
2013-02-03,Cruz Azul,1568.74,2012/2013 - Clausura
2013-02-03,Chivas,1455.12,2012/2013 - Clausura
2013-02-03,San Luis,1392.0,2012/2013 - Clausura
2013-02-03,Pumas,1464.39,2012/2013 - Clausura
2013-02-03,Santos Laguna,1544.91,2012/2013 - Clausura
2013-02-03,Puebla,1443.39,2012/2013 - Clausura
2013-02-03,Morelia,1523.08,2012/2013 - Clausura
2013-02-04,Atlante,1454.47,2012/2013 - Clausura
2013-02-04,Monterrey,1511.85,2012/2013 - Clausura
2013-02-09,Morelia,1537.54,2012/2013 - Clausura
2013-02-09,Leon,1490.02,2012/2013 - Clausura
2013-02-09,Cruz Azul,1560.28,2012/2013 - Clausura
2013-02-09,Pumas,1472.85,2012/2013 - Clausura
2013-02-09,Querétaro,1385.71,2012/2013 - Clausura
2013-02-09,Chiapas,1425.61,2012/2013 - Clausura
2013-02-10,Monterrey,1481.2,2012/2013 - Clausura
2013-02-10,Chivas,1485.77,2012/2013 - Clausura
2013-02-10,Tijuana,1653.62,2012/2013 - Clausura
2013-02-10,América,1642.56,2012/2013 - Clausura
2013-02-10,Atlas,1509.97,2012/2013 - Clausura
